20240301 09:05:17,7496.0,1
20240301 09:05:18,7496.0,4
20240301 09:05:19,7498.0,3
20240301 09:05:19,7496.0,6
20240301 09:05:20,7496.0,2
20240301 09:05:20,7496.0,1
20240301 09:05:21,7496.0,10
20240301 09:05:21,7498.0,33
20240301 09:05:22,7498.0,1
20240301 09:05:22,7498.0,13
20240301 09:05:23,7498.0,6
20240301 09:05:24,7498.0,4
20240301 09:05:24,7496.0,1
20240301 09:05:25,7498.0,8
20240301 09:05:25,7496.0,1
20240301 09:05:26,7496.0,16
20240301 09:05:27,7496.0,6
20240301 09:05:27,7498.0,4
20240301 09:05:28,7496.0,3
20240301 09:05:28,7498.0,4
20240301 09:05:29,7496.0,1
20240301 09:05:29,7498.0,1
20240301 09:05:30,7498.0,33
20240301 09:05:30,7496.0,5
20240301 09:05:31,7498.0,2
20240301 09:05:31,7496.0,40
20240301 09:05:32,7496.0,4
20240301 09:05:32,7496.0,28
20240301 09:05:33,7496.0,8
20240301 09:05:33,7496.0,31
20240301 09:05:34,7496.0,39
20240301 09:05:34,7496.0,7
20240301 09:05:35,7496.0,10
20240301 09:05:35,7496.0,1
20240301 09:05:36,7496.0,6
20240301 09:05:37,7496.0,2
20240301 09:05:37,7496.0,1
20240301 09:05:38,7496.0,8
20240301 09:05:38,7496.0,2
20240301 09:05:39,7494.0,6
20240301 09:05:39,7494.0,1
20240301 09:05:40,7494.0,2
20240301 09:05:41,7496.0,1
20240301 09:05:42,7494.0,5
20240301 09:05:43,7494.0,1
20240301 09:05:44,7494.0,6
20240301 09:05:44,7494.0,15
20240301 09:05:45,7494.0,5
20240301 09:05:45,7494.0,2
20240301 09:05:46,7494.0,1
20240301 09:05:46,7494.0,4
20240301 09:05:47,7494.0,2
20240301 09:05:47,7494.0,9
20240301 09:05:48,7494.0,60
20240301 09:05:48,7494.0,19
20240301 09:05:49,7494.0,117
20240301 09:05:49,7496.0,2
20240301 09:05:51,7494.0,6
20240301 09:05:53,7494.0,5
20240301 09:05:53,7494.0,51
20240301 09:05:54,7494.0,6
20240301 09:05:54,7496.0,1
20240301 09:05:55,7496.0,5
20240301 09:05:55,7496.0,3
20240301 09:05:56,7494.0,1
20240301 09:05:57,7496.0,2
20240301 09:05:58,7494.0,4
20240301 09:05:59,7496.0,1
20240301 09:05:59,7496.0,1
20240301 09:06:00,7496.0,2
20240301 09:06:00,7494.0,8
20240301 09:06:01,7496.0,9
20240301 09:06:02,7496.0,5
20240301 09:06:03,7494.0,4
20240301 09:06:04,7494.0,16
20240301 09:06:04,7496.0,1
20240301 09:06:05,7494.0,2
20240301 09:06:06,7494.0,1
20240301 09:06:07,7496.0,1
20240301 09:06:07,7496.0,1
20240301 09:06:08,7496.0,3
